county,state,low,med,high
Fayette,OH,0.23,0.17,0.10
Franklin,OH,0.18,0.13,0.07
Fulton,OH,0.19,0.13,0.08
Gallia,OH,0.21,0.15,0.09
Geauga,OH,0.15,0.12,0.07
Greene,OH,0.17,0.12,0.07
Guernsey,OH,0.24,0.18,0.11
Hamilton,OH,0.17,0.12,0.07
Hancock,OH,0.18,0.13,0.08
Hardin,OH,0.21,0.15,0.09
Harrison,OH,0.22,0.16,0.10
Henry,OH,0.20,0.14,0.08
Highland,OH,0.24,0.17,0.10
Hocking,OH,0.23,0.17,0.10
Holmes,OH,0.24,0.18,0.11
Huron,OH,0.21,0.15,0.09
Jackson,OH,0.23,0.17,0.10
Jefferson,OH,0.20,0.14,0.08
Knox,OH,0.22,0.16,0.10
Lake,OH,0.18,0.13,0.08
Lawrence,OH,0.22,0.16,0.10
Licking,OH,0.19,0.14,0.08
Logan,OH,0.21,0.15,0.09
Lorain,OH,0.18,0.13,0.08
Lucas,OH,0.20,0.14,0.08
Madison,OH,0.22,0.16,0.10
Mahoning,OH,0.20,0.14,0.08
Marion,OH,0.22,0.16,0.10
Medina,OH,0.16,0.12,0.07
Meigs,OH,0.21,0.15,0.09
Mercer,OH,0.18,0.13,0.08
Miami,OH,0.20,0.14,0.08
Monroe,OH,0.20,0.15,0.09
Montgomery,OH,0.19,0.14,0.08
Morgan,OH,0.20,0.15,0.09
Morrow,OH,0.22,0.16,0.10
Muskingum,OH,0.23,0.17,0.10
Noble,OH,0.20,0.15,0.09
Ottawa,OH,0.17,0.12,0.07
Paulding,OH,0.20,0.14,0.08
Perry,OH,0.23,0.17,0.10
Pickaway,OH,0.22,0.16,0.10
Pike,OH,0.23,0.17,0.10
Portage,OH,0.19,0.13,0.08
Preble,OH,0.20,0.14,0.09
Putnam,OH,0.18,0.13,0.08
Richland,OH,0.21,0.15,0.09
Ross,OH,0.23,0.17,0.10
Sandusky,OH,0.18,0.13,0.08
Scioto,OH,0.22,0.16,0.10
Seneca,OH,0.21,0.15,0.09
Shelby,OH,0.20,0.14,0.09
Stark,OH,0.20,0.14,0.08
Summit,OH,0.18,0.13,0.08
Trumbull,OH,0.21,0.15,0.09
Tuscarawas,OH,0.22,0.16,0.10
Union,OH,0.22,0.16,0.10
Van Wert,OH,0.18,0.13,0.08
Vinton,OH,0.23,0.17,0.10
Warren,OH,0.16,0.12,0.07
Washington,OH,0.20,0.15,0.09
Wayne,OH,0.21,0.15,0.10
Williams,OH,0.20,0.14,0.08
Wood,OH,0.18,0.13,0.07
Wyandot,OH,0.21,0.15,0.09
Adair,OK,0.29,0.21,0.15
Alfalfa,OK,0.26,0.20,0.14
Atoka,OK,0.27,0.20,0.14
Beaver,OK,0.26,0.20,0.14
Beckham,OK,0.24,0.18,0.12
Blaine,OK,0.26,0.20,0.14
Bryan,OK,0.27,0.20,0.14
Caddo,OK,0.26,0.20,0.14
Canadian,OK,0.24,0.18,0.13
Carter,OK,0.27,0.21,0.15
Cherokee,OK,0.29,0.21,0.15
Choctaw,OK,0.27,0.21,0.14
Cimarron,OK,0.26,0.20,0.14
Cleveland,OK,0.22,0.17,0.11
Coal,OK,0.27,0.20,0.14
Comanche,OK,0.28,0.20,0.14
Cotton,OK,0.26,0.20,0.14
Craig,OK,0.26,0.20,0.14
Creek,OK,0.24,0.18,0.13
Custer,OK,0.24,0.18,0.12
Delaware,OK,0.26,0.20,0.14
Dewey,OK,0.26,0.20,0.14
Ellis,OK,0.26,0.20,0.14
Garfield,OK,0.24,0.18,0.13
Garvin,OK,0.27,0.21,0.15
Grady,OK,0.24,0.19,0.13
Grant,OK,0.26,0.20,0.14
Greer,OK,0.24,0.18,0.12
Harmon,OK,0.24,0.18,0.12
Harper,OK,0.26,0.20,0.14
Haskell,OK,0.27,0.21,0.14
Hughes,OK,0.25,0.19,0.13
Jackson,OK,0.24,0.18,0.12
Jefferson,OK,0.26,0.20,0.14
Johnston,OK,0.27,0.20,0.14
Kay,OK,0.24,0.18,0.13
Kingfisher,OK,0.26,0.20,0.14
Kiowa,OK,0.24,0.18,0.12
Latimer,OK,0.27,0.21,0.14
Le Flore,OK,0.27,0.21,0.14
Lincoln,OK,0.25,0.19,0.13
Logan,OK,0.25,0.19,0.13
Love,OK,0.27,0.21,0.15
McClain,OK,0.24,0.19,0.13
McCurtain,OK,0.27,0.21,0.14
McIntosh,OK,0.26,0.20,0.14
Major,OK,0.26,0.20,0.14
Marshall,OK,0.27,0.20,0.14
Mayes,OK,0.26,0.20,0.14
Murray,OK,0.27,0.21,0.15
Muskogee,OK,0.26,0.20,0.14
Noble,OK,0.24,0.18,0.13
Nowata,OK,0.26,0.20,0.14
Okfuskee,OK,0.25,0.19,0.13
Oklahoma,OK,0.23,0.17,0.11
Okmulgee,OK,0.26,0.20,0.14
Osage,OK,0.24,0.19,0.13
Ottawa,OK,0.26,0.20,0.14
Pawnee,OK,0.25,0.20,0.14
Payne,OK,0.25,0.19,0.13
Pittsburg,OK,0.27,0.21,0.14
Pontotoc,OK,0.27,0.20,0.14
Pottawatomie,OK,0.25,0.19,0.13
Pushmataha,OK,0.27,0.21,0.14
Roger Mills,OK,0.24,0.18,0.12
Rogers,OK,0.23,0.18,0.12
Seminole,OK,0.25,0.19,0.13
Sequoyah,OK,0.29,0.21,0.15
Stephens,OK,0.26,0.20,0.14
Texas,OK,0.26,0.20,0.14
Tillman,OK,0.26,0.20,0.14
Tulsa,OK,0.22,0.17,0.11
Wagoner,OK,0.23,0.18,0.12
Washington,OK,0.25,0.20,0.14
Washita,OK,0.24,0.18,0.12
Woods,OK,0.26,0.20,0.14
Woodward,OK,0.26,0.20,0.14
Baker,OR,0.15,0.11,0.09
Benton,OR,0.13,0.11,0.08
Clackamas,OR,0.12,0.10,0.07
Clatsop,OR,0.14,0.11,0.09
Columbia,OR,0.14,0.11,0.09
Coos,OR,0.15,0.12,0.09
Crook,OR,0.14,0.11,0.09
Curry,OR,0.15,0.12,0.09
Deschutes,OR,0.12,0.10,0.07
Douglas,OR,0.15,0.12,0.09
Gilliam,OR,0.14,0.11,0.09
Grant,OR,0.14,0.11,0.09
Harney,OR,0.16,0.12,0.09
Hood River,OR,0.14,0.11,0.09
Jackson,OR,0.14,0.11,0.09
Jefferson,OR,0.14,0.11,0.09
Josephine,OR,0.15,0.12,0.09
Klamath,OR,0.16,0.12,0.09
Lake,OR,0.16,0.12,0.09
Lane,OR,0.14,0.11,0.08
Lincoln,OR,0.14,0.11,0.09
Linn,OR,0.13,0.11,0.08
Malheur,OR,0.16,0.12,0.09
Marion,OR,0.14,0.11,0.08
Morrow,OR,0.14,0.11,0.09
Multnomah,OR,0.12,0.09,0.07
Polk,OR,0.13,0.11,0.08
Sherman,OR,0.14,0.11,0.09
Tillamook,OR,0.14,0.11,0.09
Umatilla,OR,0.15,0.11,0.09
Union,OR,0.15,0.11,0.09
Wallowa,OR,0.15,0.11,0.09
Wasco,OR,0.14,0.11,0.09
Washington,OR,0.11,0.09,0.06
Wheeler,OR,0.14,0.11,0.09
Yamhill,OR,0.13,0.11,0.08
Adams,PA,0.17,0.12,0.08
Allegheny,PA,0.13,0.09,0.06
Armstrong,PA,0.18,0.13,0.08
Beaver,PA,0.15,0.11,0.07
Bedford,PA,0.18,0.13,0.09
Berks,PA,0.15,0.11,0.07
Blair,PA,0.18,0.13,0.08
Bradford,PA,0.17,0.12,0.08
Bucks,PA,0.12,0.09,0.06
Butler,PA,0.14,0.10,0.06
Cambria,PA,0.17,0.12,0.08
Cameron,PA,0.18,0.13,0.09
Carbon,PA,0.15,0.11,0.07
Centre,PA,0.16,0.11,0.07
Chester,PA,0.12,0.08,0.06
Clarion,PA,0.18,0.13,0.09
Clearfield,PA,0.18,0.13,0.09
Clinton,PA,0.18,0.13,0.08
Columbia,PA,0.17,0.12,0.08
Crawford,PA,0.18,0.12,0.08
Cumberland,PA,0.15,0.11,0.07
Dauphin,PA,0.15,0.11,0.07
Delaware,PA,0.14,0.10,0.07
Elk,PA,0.18,0.13,0.09
Erie,PA,0.18,0.12,0.08
Fayette,PA,0.20,0.14,0.09
Forest,PA,0.18,0.13,0.09
Franklin,PA,0.17,0.12,0.08
Fulton,PA,0.18,0.13,0.09
Greene,PA,0.17,0.12,0.08
Huntingdon,PA,0.18,0.13,0.08
Indiana,PA,0.18,0.13,0.08
Jefferson,PA,0.18,0.13,0.09
Juniata,PA,0.19,0.14,0.09
Lackawanna,PA,0.17,0.12,0.08
Lancaster,PA,0.16,0.11,0.08
Lawrence,PA,0.17,0.12,0.08
Lebanon,PA,0.17,0.12,0.08
Lehigh,PA,0.16,0.11,0.07
Luzerne,PA,0.17,0.12,0.08
Lycoming,PA,0.18,0.13,0.08
Mc Kean,PA,0.18,0.13,0.09
Mercer,PA,0.17,0.12,0.08
Mifflin,PA,0.19,0.14,0.09
Monroe,PA,0.15,0.11,0.07
Montgomery,PA,0.12,0.09,0.06
Montour,PA,0.18,0.12,0.08
Northampton,PA,0.14,0.10,0.06
Northumberland,PA,0.18,0.12,0.08
Perry,PA,0.17,0.12,0.08
Philadelphia,PA,0.17,0.11,0.07
Pike,PA,0.17,0.12,0.08
Potter,PA,0.18,0.13,0.09
Schuylkill,PA,0.18,0.12,0.08
Snyder,PA,0.19,0.14,0.09
Somerset,PA,0.18,0.13,0.09
Sullivan,PA,0.17,0.12,0.08
Susquehanna,PA,0.17,0.12,0.08
Tioga,PA,0.17,0.12,0.08
Union,PA,0.19,0.14,0.09
Venango,PA,0.18,0.13,0.09
Warren,PA,0.18,0.12,0.08
Washington,PA,0.15,0.11,0.07
Wayne,PA,0.17,0.12,0.08
Westmoreland,PA,0.15,0.11,0.07
Wyoming,PA,0.15,0.10,0.07
York,PA,0.16,0.11,0.07
Bristol,RI,0.08,0.06,0.05
Kent,RI,0.09,0.07,0.05
Newport,RI,0.08,0.06,0.05
Providence,RI,0.10,0.07,0.05
Washington,RI,0.08,0.06,0.05
Abbeville,SC,0.22,0.14,0.08
Aiken,SC,0.23,0.15,0.08
Allendale,SC,0.24,0.15,0.08
Anderson,SC,0.22,0.15,0.08
Bamberg,SC,0.24,0.15,0.08
Barnwell,SC,0.24,0.15,0.08
Beaufort,SC,0.19,0.12,0.07
Berkeley,SC,0.21,0.13,0.07
Calhoun,SC,0.22,0.14,0.08
Charleston,SC,0.19,0.13,0.07
Cherokee,SC,0.24,0.15,0.09
Chester,SC,0.24,0.15,0.09
Chesterfield,SC,0.23,0.15,0.08
Clarendon,SC,0.24,0.15,0.09
Colleton,SC,0.24,0.15,0.08
Darlington,SC,0.23,0.14,0.08
Dillon,SC,0.23,0.14,0.08
Dorchester,SC,0.22,0.15,0.08
Edgefield,SC,0.23,0.15,0.08
Fairfield,SC,0.19,0.12,0.07
Florence,SC,0.23,0.14,0.08
Georgetown,SC,0.23,0.14,0.08
Greenville,SC,0.20,0.14,0.08
Greenwood,SC,0.22,0.14,0.08
Hampton,SC,0.24,0.15,0.08
Horry,SC,0.22,0.14,0.08
Jasper,SC,0.19,0.12,0.07
Kershaw,SC,0.22,0.14,0.08
Lancaster,SC,0.23,0.15,0.08
Laurens,SC,0.22,0.15,0.08
Lee,SC,0.24,0.15,0.09
Lexington,SC,0.22,0.14,0.08
McCormick,SC,0.22,0.14,0.08
Marion,SC,0.23,0.14,0.08
Marlboro,SC,0.23,0.15,0.08
Newberry,SC,0.24,0.15,0.09
Oconee,SC,0.22,0.15,0.08
Orangeburg,SC,0.24,0.15,0.08
Pickens,SC,0.22,0.15,0.08
Richland,SC,0.21,0.13,0.07
Saluda,SC,0.23,0.15,0.09
Spartanburg,SC,0.22,0.14,0.08
Sumter,SC,0.24,0.15,0.09
Union,SC,0.24,0.15,0.09
Williamsburg,SC,0.24,0.15,0.09
York,SC,0.20,0.13,0.07
Aurora,SD,0.15,0.10,0.08
Beadle,SD,0.15,0.10,0.08
Bennett,SD,0.21,0.14,0.10
Bon Homme,SD,0.15,0.10,0.08
Brookings,SD,0.15,0.10,0.08
Brown,SD,0.15,0.10,0.07
Brule,SD,0.15,0.10,0.08
Buffalo,SD,0.21,0.14,0.10
Butte,SD,0.15,0.10,0.08
Campbell,SD,0.15,0.10,0.07
Charles Mix,SD,0.21,0.14,0.10
Clark,SD,0.15,0.10,0.07
Clay,SD,0.15,0.10,0.07
Codington,SD,0.15,0.10,0.07
Corson,SD,0.21,0.14,0.10
Custer,SD,0.15,0.10,0.08
Davison,SD,0.15,0.10,0.08
Day,SD,0.15,0.10,0.07
Deuel,SD,0.15,0.10,0.07
Dewey,SD,0.21,0.14,0.10
Douglas,SD,0.15,0.10,0.08
Edmunds,SD,0.15,0.10,0.07
Fall River,SD,0.21,0.14,0.10
Faulk,SD,0.15,0.10,0.07
Grant,SD,0.15,0.10,0.07
Gregory,SD,0.21,0.14,0.10
Haakon,SD,0.21,0.14,0.10
Hamlin,SD,0.15,0.10,0.07
Hand,SD,0.15,0.10,0.08
Hanson,SD,0.15,0.10,0.08
Harding,SD,0.15,0.10,0.08
Hughes,SD,0.21,0.14,0.10
Hutchinson,SD,0.15,0.10,0.08
Hyde,SD,0.21,0.14,0.10
Jackson,SD,0.21,0.14,0.10
Jerauld,SD,0.15,0.10,0.08
Jones,SD,0.21,0.14,0.10
Kingsbury,SD,0.15,0.10,0.08
Lake,SD,0.15,0.10,0.08
Lawrence,SD,0.15,0.10,0.08
Lincoln,SD,0.14,0.10,0.07
Lyman,SD,0.21,0.14,0.10
McCook,SD,0.15,0.10,0.07
McPherson,SD,0.15,0.10,0.07
Marshall,SD,0.15,0.10,0.07
Meade,SD,0.15,0.10,0.08
Mellette,SD,0.21,0.14,0.10
Miner,SD,0.15,0.10,0.08
Minnehaha,SD,0.14,0.10,0.07
Moody,SD,0.15,0.10,0.08
Pennington,SD,0.15,0.10,0.08
Perkins,SD,0.15,0.10,0.08
Potter,SD,0.15,0.10,0.07
Roberts,SD,0.15,0.10,0.07
Sanborn,SD,0.15,0.10,0.08
Shannon SD ,D),0.21,0.14,0.10
Spink,SD,0.15,0.10,0.07
Stanley,SD,0.21,0.14,0.10
Sully,SD,0.21,0.14,0.10
Todd,SD,0.21,0.14,0.10
Tripp,SD,0.21,0.14,0.10
Turner,SD,0.15,0.10,0.07
Union,SD,0.15,0.10,0.07
Walworth,SD,0.15,0.10,0.07
Yankton,SD,0.15,0.10,0.07
Ziebach,SD,0.21,0.14,0.10
Anderson,TN,0.21,0.14,0.09
Bedford,TN,0.20,0.13,0.08
Benton,TN,0.21,0.14,0.09
Bledsoe,TN,0.22,0.15,0.10
Blount,TN,0.19,0.13,0.08
Bradley,TN,0.21,0.14,0.09
Campbell,TN,0.22,0.15,0.10
Cannon,TN,0.23,0.15,0.10
Carroll,TN,0.21,0.14,0.09
Carter,TN,0.21,0.14,0.09
Cheatham,TN,0.21,0.14,0.09
Chester,TN,0.20,0.13,0.08
Claiborne,TN,0.22,0.15,0.10
Clay,TN,0.20,0.13,0.08
Cocke,TN,0.22,0.15,0.10
Coffee,TN,0.20,0.14,0.09
Crockett,TN,0.21,0.14,0.09
Cumberland,TN,0.21,0.14,0.09
Davidson,TN,0.17,0.11,0.07
Decatur,TN,0.22,0.15,0.09
DeKalb,TN,0.23,0.15,0.10
Dickson,TN,0.21,0.14,0.09
Dyer,TN,0.21,0.14,0.09
Fayette,TN,0.20,0.13,0.08
Fentress,TN,0.21,0.14,0.09
Franklin,TN,0.20,0.14,0.09
Gibson,TN,0.21,0.14,0.09
Giles,TN,0.22,0.15,0.09
Grainger,TN,0.22,0.15,0.10
Greene,TN,0.21,0.14,0.09
Grundy,TN,0.22,0.15,0.10
Hamblen,TN,0.22,0.15,0.10
Hamilton,TN,0.17,0.11,0.07
Hancock,TN,0.22,0.15,0.10
Hardeman,TN,0.22,0.15,0.09
Hardin,TN,0.22,0.15,0.09
Hawkins,TN,0.21,0.14,0.09
Haywood,TN,0.22,0.15,0.09
Henderson,TN,0.22,0.15,0.09
Henry,TN,0.21,0.14,0.09
Hickman,TN,0.21,0.14,0.09
Houston,TN,0.21,0.14,0.09
Humphreys,TN,0.21,0.14,0.09
Jackson,TN,0.20,0.13,0.08
Jefferson,TN,0.21,0.14,0.09
Johnson,TN,0.21,0.14,0.09
Knox,TN,0.18,0.12,0.07
Lake,TN,0.21,0.14,0.09
Lauderdale,TN,0.20,0.13,0.08
Lawrence,TN,0.22,0.15,0.09
Lewis,TN,0.22,0.15,0.09
Lincoln,TN,0.20,0.14,0.09
Loudon,TN,0.19,0.13,0.08
McMinn,TN,0.21,0.14,0.09
McNairy,TN,0.22,0.15,0.09
Macon,TN,0.23,0.15,0.10
Madison,TN,0.20,0.13,0.08
Marion,TN,0.22,0.15,0.10
Marshall,TN,0.20,0.13,0.08
Maury,TN,0.20,0.13,0.08
Meigs,TN,0.22,0.15,0.10
Monroe,TN,0.19,0.13,0.08
Montgomery,TN,0.21,0.13,0.08
Moore,TN,0.20,0.14,0.09
Morgan,TN,0.22,0.15,0.10
Obion,TN,0.21,0.14,0.09
Overton,TN,0.20,0.13,0.08
Perry,TN,0.22,0.15,0.09
Pickett,TN,0.20,0.13,0.08
Polk,TN,0.21,0.14,0.09
Putnam,TN,0.20,0.13,0.08
Rhea,TN,0.22,0.15,0.10
Roane,TN,0.19,0.13,0.08
Robertson,TN,0.21,0.14,0.09
Rutherford,TN,0.18,0.12,0.07
Scott,TN,0.22,0.15,0.10
Sequatchie,TN,0.22,0.15,0.10
Sevier,TN,0.21,0.14,0.09
Shelby,TN,0.19,0.12,0.07
Smith,TN,0.23,0.15,0.10
Stewart,TN,0.21,0.13,0.08
Sullivan,TN,0.20,0.13,0.08
Sumner,TN,0.18,0.12,0.08
Tipton,TN,0.20,0.13,0.08
Trousdale,TN,0.23,0.15,0.10
Unicoi,TN,0.21,0.14,0.09
Union,TN,0.21,0.14,0.09
Van Buren,TN,0.21,0.14,0.09
Warren,TN,0.23,0.15,0.10
Washington,TN,0.19,0.13,0.08
Wayne,TN,0.22,0.15,0.09
Weakley,TN,0.21,0.14,0.09
White,TN,0.21,0.14,0.09
Williamson,TN,0.12,0.09,0.05
Wilson,TN,0.17,0.12,0.07
Anderson,TX,0.21,0.14,0.09
Andrews,TX,0.18,0.12,0.08
Angelina,TX,0.19,0.13,0.08
Aransas,TX,0.18,0.12,0.08
Archer,TX,0.19,0.13,0.09
Armstrong,TX,0.19,0.12,0.08
Atascosa,TX,0.17,0.11,0.08
Austin,TX,0.17,0.11,0.07
Bailey,TX,0.18,0.11,0.08
Bandera,TX,0.17,0.11,0.08
Bastrop,TX,0.19,0.12,0.08
Baylor,TX,0.19,0.13,0.09
Bee,TX,0.18,0.12,0.08
Bell,TX,0.20,0.12,0.08
Bexar,TX,0.16,0.10,0.06
Blanco,TX,0.15,0.10,0.07
Borden,TX,0.19,0.12,0.08
Bosque,TX,0.19,0.12,0.08
Bowie,TX,0.21,0.14,0.09
Brazoria,TX,0.16,0.11,0.07
Brazos,TX,0.17,0.11,0.07
Brewster,TX,0.18,0.12,0.08
Briscoe,TX,0.19,0.12,0.08
Brooks,TX,0.16,0.10,0.06
Brown,TX,0.19,0.13,0.09
Burleson,TX,0.19,0.12,0.08
Burnet,TX,0.19,0.13,0.08
Caldwell,TX,0.19,0.12,0.08
Calhoun,TX,0.17,0.11,0.07
Callahan,TX,0.19,0.13,0.09
Cameron,TX,0.17,0.11,0.07
Camp,TX,0.19,0.13,0.09
Carson,TX,0.19,0.12,0.08
Cass,TX,0.21,0.14,0.09
Castro,TX,0.19,0.12,0.08
Chambers,TX,0.20,0.14,0.09
Cherokee,TX,0.19,0.13,0.09
Childress,TX,0.19,0.12,0.08
Clay,TX,0.19,0.13,0.09
Cochran,TX,0.18,0.11,0.08
Coke,TX,0.19,0.12,0.08
Coleman,TX,0.19,0.13,0.09
Collin,TX,0.12,0.08,0.05
Collingsworth,TX,0.19,0.12,0.08
Colorado,TX,0.17,0.11,0.07
Comal,TX,0.14,0.09,0.06
Comanche,TX,0.19,0.13,0.09
Concho,TX,0.19,0.12,0.08
Cooke,TX,0.19,0.13,0.09
Coryell,TX,0.19,0.13,0.08
Cottle,TX,0.19,0.13,0.09
Crane,TX,0.18,0.12,0.08
Crockett,TX,0.19,0.12,0.08
Crosby,TX,0.18,0.11,0.08
Culberson,TX,0.18,0.12,0.08
Dallam,TX,0.19,0.12,0.08
Dallas,TX,0.17,0.11,0.07
Dawson,TX,0.19,0.12,0.08
Deaf Smith,TX,0.19,0.12,0.08
Delta,TX,0.19,0.13,0.09
Denton,TX,0.14,0.09,0.06
DeWitt,TX,0.17,0.11,0.08
Dickens,TX,0.18,0.11,0.08
Dimmit,TX,0.17,0.11,0.07
Donley,TX,0.19,0.12,0.08
Duval,TX,0.19,0.11,0.07
Eastland,TX,0.19,0.13,0.09
Ector,TX,0.17,0.11,0.07
Edwards,TX,0.17,0.11,0.07
Ellis,TX,0.17,0.11,0.08
El Paso,TX,0.16,0.10,0.06
Erath,TX,0.17,0.11,0.08
Falls,TX,0.19,0.12,0.08
Fannin,TX,0.19,0.13,0.09
Fayette,TX,0.19,0.12,0.08
Fisher,TX,0.19,0.13,0.09
Floyd,TX,0.18,0.11,0.08
Foard,TX,0.19,0.13,0.09
Fort Bend,TX,0.12,0.08,0.05
Franklin,TX,0.19,0.13,0.09
Freestone,TX,0.19,0.12,0.08
Frio,TX,0.17,0.11,0.08
Gaines,TX,0.18,0.12,0.08
Galveston,TX,0.16,0.10,0.07
Garza,TX,0.18,0.11,0.08
Gillespie,TX,0.15,0.10,0.07
Glasscock,TX,0.19,0.12,0.08
Goliad,TX,0.17,0.11,0.08
Gonzales,TX,0.17,0.11,0.08
Gray,TX,0.19,0.12,0.08
Grayson,TX,0.19,0.13,0.09
Gregg,TX,0.19,0.13,0.09
Grimes,TX,0.19,0.12,0.08
Guadalupe,TX,0.15,0.10,0.07
Hale,TX,0.18,0.11,0.08
Hall,TX,0.19,0.12,0.08
Hamilton,TX,0.19,0.13,0.08
Hansford,TX,0.19,0.12,0.08
Hardeman,TX,0.19,0.13,0.09
Hardin,TX,0.19,0.13,0.09
Harris,TX,0.17,0.11,0.07
Harrison,TX,0.19,0.13,0.09
Hartley,TX,0.19,0.12,0.08
Haskell,TX,0.19,0.13,0.09
Hays,TX,0.16,0.10,0.07
Hemphill,TX,0.19,0.12,0.08
Henderson,TX,0.21,0.14,0.09
Hidalgo,TX,0.17,0.11,0.07
Hill,TX,0.19,0.12,0.08
Hockley,TX,0.18,0.11,0.08
Hood,TX,0.17,0.11,0.08
Hopkins,TX,0.19,0.13,0.09
Houston,TX,0.21,0.14,0.09
Howard,TX,0.19,0.12,0.08
Hudspeth,TX,0.18,0.12,0.08
Hunt,TX,0.17,0.11,0.07
Hutchinson,TX,0.19,0.12,0.08
Irion,TX,0.19,0.12,0.08
Jack,TX,0.19,0.13,0.09
Jackson,TX,0.17,0.11,0.08
Jasper,TX,0.22,0.14,0.10
Jeff Davis,TX,0.18,0.12,0.08
Jefferson,TX,0.19,0.12,0.08
Jim Hogg,TX,0.19,0.11,0.07
Jim Wells,TX,0.16,0.10,0.06
Johnson,TX,0.20,0.13,0.09
Jones,TX,0.19,0.13,0.09
Karnes,TX,0.17,0.11,0.08
Kaufman,TX,0.18,0.12,0.08
Kendall,TX,0.15,0.10,0.07
Kenedy,TX,0.16,0.10,0.06
Kent,TX,0.19,0.13,0.09
Kerr,TX,0.15,0.10,0.07
Kimble,TX,0.19,0.12,0.08
King,TX,0.18,0.11,0.08
Kinney,TX,0.17,0.11,0.07
Kleberg,TX,0.16,0.10,0.06
Knox,TX,0.19,0.13,0.09
Lamar,TX,0.19,0.13,0.09
Lamb,TX,0.18,0.11,0.08
Lampasas,TX,0.19,0.13,0.08
La Salle,TX,0.17,0.11,0.07
Lavaca,TX,0.17,0.11,0.08
Lee,TX,0.19,0.12,0.08
Leon,TX,0.19,0.12,0.08
Liberty,TX,0.20,0.14,0.09
Limestone,TX,0.19,0.12,0.08
Lipscomb,TX,0.19,0.12,0.08
Live Oak,TX,0.19,0.11,0.07
Llano,TX,0.19,0.13,0.08
Loving,TX,0.18,0.12,0.08
Lubbock,TX,0.17,0.11,0.07
Lynn,TX,0.18,0.11,0.08
McCulloch,TX,0.19,0.12,0.08
McLennan,TX,0.18,0.11,0.07
McMullen,TX,0.19,0.11,0.07
Madison,TX,0.19,0.12,0.08
Marion,TX,0.19,0.13,0.09
Martin,TX,0.19,0.12,0.08
Mason,TX,0.19,0.12,0.08
Matagorda,TX,0.17,0.11,0.07
Maverick,TX,0.17,0.11,0.07
Medina,TX,0.17,0.11,0.08
Menard,TX,0.19,0.12,0.08
Midland,TX,0.16,0.10,0.07
Milam,TX,0.19,0.12,0.08
Mills,TX,0.19,0.13,0.08
Mitchell,TX,0.19,0.13,0.09
Montague,TX,0.19,0.13,0.09
Montgomery,TX,0.16,0.11,0.07
Moore,TX,0.19,0.12,0.08
Morris,TX,0.19,0.13,0.09
Motley,TX,0.18,0.11,0.08
Nacogdoches,TX,0.19,0.13,0.08
Navarro,TX,0.19,0.12,0.08
Newton,TX,0.22,0.14,0.10
Nolan,TX,0.19,0.13,0.09
Nueces,TX,0.16,0.10,0.06
Ochiltree,TX,0.19,0.12,0.08
Oldham,TX,0.19,0.12,0.08
Orange,TX,0.19,0.13,0.09
Palo Pinto,TX,0.17,0.11,0.08
Panola,TX,0.19,0.13,0.09
Parker,TX,0.17,0.12,0.08
Parmer,TX,0.19,0.12,0.08
Pecos,TX,0.18,0.12,0.08
Polk,TX,0.21,0.14,0.09
Potter,TX,0.20,0.13,0.09
Presidio,TX,0.18,0.12,0.08
Rains,TX,0.19,0.13,0.09
Randall,TX,0.15,0.10,0.07
Reagan,TX,0.19,0.12,0.08
Real,TX,0.17,0.11,0.07
Red River,TX,0.19,0.13,0.09
Reeves,TX,0.18,0.12,0.08
Refugio,TX,0.18,0.12,0.08
Roberts,TX,0.19,0.12,0.08
Robertson,TX,0.19,0.12,0.08
Rockwall,TX,0.17,0.11,0.07
Runnels,TX,0.19,0.13,0.09
Rusk,TX,0.19,0.13,0.09
Sabine,TX,0.22,0.14,0.10
San Augustine,TX,0.22,0.14,0.10
San Jacinto,TX,0.21,0.14,0.09
San Patricio,TX,0.18,0.12,0.08
San Saba,TX,0.19,0.13,0.08
Schleicher,TX,0.19,0.12,0.08
Scurry,TX,0.19,0.13,0.09
Shackelford,TX,0.19,0.13,0.09
Shelby,TX,0.22,0.14,0.10
Sherman,TX,0.19,0.12,0.08
Smith,TX,0.18,0.12,0.08
Somervell,TX,0.17,0.11,0.08
Starr,TX,0.19,0.11,0.07
Stephens,TX,0.19,0.13,0.09
Sterling,TX,0.19,0.12,0.08
Stonewall,TX,0.19,0.13,0.09
Sutton,TX,0.19,0.12,0.08
Swisher,TX,0.19,0.12,0.08
Tarrant,TX,0.16,0.11,0.07
Taylor,TX,0.18,0.12,0.08
Terrell,TX,0.18,0.12,0.08
Terry,TX,0.18,0.11,0.08
Throckmorton,TX,0.19,0.13,0.09
Titus,TX,0.19,0.13,0.09
Tom Green,TX,0.17,0.11,0.07
Travis,TX,0.14,0.09,0.06
Trinity,TX,0.21,0.14,0.09
Tyler,TX,0.22,0.14,0.10
Upshur,TX,0.19,0.13,0.09
Upton,TX,0.19,0.12,0.08
Uvalde,TX,0.17,0.11,0.07
Val Verde,TX,0.17,0.11,0.07
Van Zandt,TX,0.19,0.13,0.09
Victoria,TX,0.17,0.11,0.07
Walker,TX,0.21,0.14,0.09
Waller,TX,0.17,0.11,0.07
Ward,TX,0.18,0.12,0.08
Washington,TX,0.19,0.12,0.08
Webb,TX,0.17,0.10,0.07
Wharton,TX,0.17,0.11,0.07
Wheeler,TX,0.19,0.12,0.08
