state,county,party,votes,totalvotes
IA,CHICKASAW,LIBERTARIAN,20,6631
IA,CHICKASAW,LIBERTARIAN,27,6631
IA,CHICKASAW,OTHER,17,6631
IA,CHICKASAW,OTHER,2,6631
IA,CHICKASAW,REPUBLICAN,2398,6631
IA,CHICKASAW,REPUBLICAN,1924,6631
IA,CLARKE,DEMOCRAT,1130,4670
IA,CLARKE,DEMOCRAT,336,4670
IA,CLARKE,GREEN,1,4670
IA,CLARKE,GREEN,2,4670
IA,CLARKE,LIBERTARIAN,12,4670
IA,CLARKE,LIBERTARIAN,22,4670
IA,CLARKE,OTHER,7,4670
IA,CLARKE,OTHER,7,4670
IA,CLARKE,REPUBLICAN,1416,4670
IA,CLARKE,REPUBLICAN,1737,4670
IA,CLAY,DEMOCRAT,2173,8969
IA,CLAY,DEMOCRAT,489,8969
IA,CLAY,GREEN,4,8969
IA,CLAY,GREEN,4,8969
IA,CLAY,LIBERTARIAN,43,8969
IA,CLAY,LIBERTARIAN,58,8969
IA,CLAY,OTHER,22,8969
IA,CLAY,OTHER,18,8969
IA,CLAY,REPUBLICAN,3417,8969
IA,CLAY,REPUBLICAN,2741,8969
IA,CLAYTON,DEMOCRAT,2395,9594
IA,CLAYTON,DEMOCRAT,945,9594
IA,CLAYTON,GREEN,12,9594
IA,CLAYTON,GREEN,6,9594
IA,CLAYTON,LIBERTARIAN,25,9594
IA,CLAYTON,LIBERTARIAN,57,9594
IA,CLAYTON,OTHER,18,9594
IA,CLAYTON,OTHER,17,9594
IA,CLAYTON,REPUBLICAN,2271,9594
IA,CLAYTON,REPUBLICAN,3848,9594
IA,CLINTON,DEMOCRAT,8771,24687
IA,CLINTON,DEMOCRAT,2041,24687
IA,CLINTON,GREEN,29,24687
IA,CLINTON,GREEN,18,24687
IA,CLINTON,LIBERTARIAN,150,24687
IA,CLINTON,LIBERTARIAN,164,24687
IA,CLINTON,OTHER,62,24687
IA,CLINTON,OTHER,42,24687
IA,CLINTON,REPUBLICAN,6942,24687
IA,CLINTON,REPUBLICAN,6468,24687
IA,CRAWFORD,DEMOCRAT,1620,7154
IA,CRAWFORD,DEMOCRAT,600,7154
IA,CRAWFORD,GREEN,7,7154
IA,CRAWFORD,GREEN,1,7154
IA,CRAWFORD,LIBERTARIAN,18,7154
IA,CRAWFORD,LIBERTARIAN,24,7154
IA,CRAWFORD,OTHER,16,7154
IA,CRAWFORD,OTHER,6,7154
IA,CRAWFORD,REPUBLICAN,2483,7154
IA,CRAWFORD,REPUBLICAN,2379,7154
IA,DALLAS,DEMOCRAT,20035,56022
IA,DALLAS,DEMOCRAT,6844,56022
IA,DALLAS,GREEN,25,56022
IA,DALLAS,GREEN,32,56022
IA,DALLAS,LIBERTARIAN,320,56022
IA,DALLAS,LIBERTARIAN,424,56022
IA,DALLAS,OTHER,91,56022
IA,DALLAS,OTHER,89,56022
IA,DALLAS,REPUBLICAN,13790,56022
IA,DALLAS,REPUBLICAN,14372,56022
IA,DAVIS,DEMOCRAT,776,4102
IA,DAVIS,DEMOCRAT,237,4102
IA,DAVIS,GREEN,3,4102
IA,DAVIS,GREEN,2,4102
IA,DAVIS,LIBERTARIAN,10,4102
IA,DAVIS,LIBERTARIAN,20,4102
IA,DAVIS,OTHER,10,4102
IA,DAVIS,OTHER,9,4102
IA,DAVIS,REPUBLICAN,1373,4102
IA,DAVIS,REPUBLICAN,1662,4102
IA,DECATUR,DEMOCRAT,753,3804
IA,DECATUR,DEMOCRAT,367,3804
IA,DECATUR,GREEN,8,3804
IA,DECATUR,GREEN,3,3804
IA,DECATUR,LIBERTARIAN,9,3804
IA,DECATUR,LIBERTARIAN,20,3804
IA,DECATUR,OTHER,9,3804
IA,DECATUR,OTHER,17,3804
IA,DECATUR,REPUBLICAN,893,3804
IA,DECATUR,REPUBLICAN,1725,3804
IA,DELAWARE,DEMOCRAT,2143,10003
IA,DELAWARE,DEMOCRAT,1014,10003
IA,DELAWARE,GREEN,8,10003
IA,DELAWARE,GREEN,7,10003
IA,DELAWARE,LIBERTARIAN,33,10003
IA,DELAWARE,LIBERTARIAN,54,10003
IA,DELAWARE,OTHER,24,10003
IA,DELAWARE,OTHER,32,10003
IA,DELAWARE,REPUBLICAN,2613,10003
IA,DELAWARE,REPUBLICAN,4075,10003
IA,DES MOINES,DEMOCRAT,7024,19956
IA,DES MOINES,DEMOCRAT,1869,19956
IA,DES MOINES,GREEN,32,19956
IA,DES MOINES,GREEN,20,19956
IA,DES MOINES,LIBERTARIAN,110,19956
IA,DES MOINES,LIBERTARIAN,165,19956
IA,DES MOINES,OTHER,54,19956
IA,DES MOINES,OTHER,40,19956
IA,DES MOINES,REPUBLICAN,5506,19956
IA,DES MOINES,REPUBLICAN,5136,19956
IA,DICKINSON,DEMOCRAT,3024,11244
IA,DICKINSON,DEMOCRAT,637,11244
IA,DICKINSON,GREEN,5,11244
IA,DICKINSON,GREEN,3,11244
IA,DICKINSON,LIBERTARIAN,43,11244
IA,DICKINSON,LIBERTARIAN,49,11244
IA,DICKINSON,OTHER,15,11244
IA,DICKINSON,OTHER,16,11244
IA,DICKINSON,REPUBLICAN,4773,11244
IA,DICKINSON,REPUBLICAN,2679,11244
IA,DUBUQUE,DEMOCRAT,20687,53926
IA,DUBUQUE,DEMOCRAT,4970,53926
IA,DUBUQUE,GREEN,76,53926
IA,DUBUQUE,GREEN,49,53926
IA,DUBUQUE,LIBERTARIAN,273,53926
IA,DUBUQUE,LIBERTARIAN,283,53926
IA,DUBUQUE,OTHER,135,53926
IA,DUBUQUE,OTHER,95,53926
IA,DUBUQUE,REPUBLICAN,13152,53926
IA,DUBUQUE,REPUBLICAN,14206,53926
IA,EMMET,DEMOCRAT,1148,4853
IA,EMMET,DEMOCRAT,372,4853
IA,EMMET,GREEN,3,4853
IA,EMMET,GREEN,9,4853
IA,EMMET,LIBERTARIAN,13,4853
IA,EMMET,LIBERTARIAN,23,4853
IA,EMMET,OTHER,5,4853
IA,EMMET,OTHER,12,4853
IA,EMMET,REPUBLICAN,1445,4853
IA,EMMET,REPUBLICAN,1823,4853
IA,FAYETTE,DEMOCRAT,2789,10186
IA,FAYETTE,DEMOCRAT,1046,10186
IA,FAYETTE,GREEN,16,10186
IA,FAYETTE,GREEN,11,10186
IA,FAYETTE,LIBERTARIAN,42,10186
IA,FAYETTE,LIBERTARIAN,60,10186
IA,FAYETTE,OTHER,24,10186
IA,FAYETTE,OTHER,24,10186
IA,FAYETTE,REPUBLICAN,2553,10186
IA,FAYETTE,REPUBLICAN,3621,10186
IA,FLOYD,DEMOCRAT,2391,8032
IA,FLOYD,DEMOCRAT,781,8032
IA,FLOYD,GREEN,7,8032
IA,FLOYD,GREEN,3,8032
IA,FLOYD,LIBERTARIAN,23,8032
IA,FLOYD,LIBERTARIAN,40,8032
IA,FLOYD,OTHER,25,8032
IA,FLOYD,OTHER,15,8032
IA,FLOYD,REPUBLICAN,2195,8032
IA,FLOYD,REPUBLICAN,2552,8032
IA,FRANKLIN,DEMOCRAT,1057,5130
IA,FRANKLIN,DEMOCRAT,569,5130
IA,FRANKLIN,GREEN,4,5130
IA,FRANKLIN,GREEN,1,5130
IA,FRANKLIN,LIBERTARIAN,15,5130
IA,FRANKLIN,LIBERTARIAN,30,5130
IA,FRANKLIN,OTHER,10,5130
IA,FRANKLIN,OTHER,11,5130
IA,FRANKLIN,REPUBLICAN,1437,5130
IA,FRANKLIN,REPUBLICAN,1996,5130
IA,FREMONT,DEMOCRAT,761,3857
IA,FREMONT,DEMOCRAT,319,3857
IA,FREMONT,GREEN,6,3857
IA,FREMONT,GREEN,0,3857
IA,FREMONT,LIBERTARIAN,12,3857
IA,FREMONT,LIBERTARIAN,25,3857
IA,FREMONT,OTHER,12,3857
IA,FREMONT,OTHER,5,3857
IA,FREMONT,REPUBLICAN,1257,3857
IA,FREMONT,REPUBLICAN,1460,3857
IA,GREENE,DEMOCRAT,1454,5057
IA,GREENE,DEMOCRAT,315,5057
IA,GREENE,GREEN,3,5057
IA,GREENE,GREEN,1,5057
IA,GREENE,LIBERTARIAN,19,5057
IA,GREENE,LIBERTARIAN,17,5057
IA,GREENE,OTHER,14,5057
IA,GREENE,OTHER,5,5057
IA,GREENE,REPUBLICAN,1659,5057
IA,GREENE,REPUBLICAN,1570,5057
IA,GRUNDY,DEMOCRAT,1429,7276
IA,GRUNDY,DEMOCRAT,777,7276
IA,GRUNDY,GREEN,5,7276
IA,GRUNDY,GREEN,7,7276
IA,GRUNDY,LIBERTARIAN,34,7276
IA,GRUNDY,LIBERTARIAN,53,7276
IA,GRUNDY,OTHER,10,7276
IA,GRUNDY,OTHER,16,7276
IA,GRUNDY,REPUBLICAN,1876,7276
IA,GRUNDY,REPUBLICAN,3069,7276
IA,GUTHRIE,DEMOCRAT,1430,6371
IA,GUTHRIE,DEMOCRAT,555,6371
IA,GUTHRIE,GREEN,5,6371
IA,GUTHRIE,GREEN,2,6371
IA,GUTHRIE,LIBERTARIAN,36,6371
IA,GUTHRIE,LIBERTARIAN,43,6371
IA,GUTHRIE,OTHER,11,6371
IA,GUTHRIE,OTHER,9,6371
IA,GUTHRIE,REPUBLICAN,1839,6371
IA,GUTHRIE,REPUBLICAN,2441,6371
IA,HAMILTON,DEMOCRAT,2152,7943
IA,HAMILTON,DEMOCRAT,691,7943
IA,HAMILTON,GREEN,7,7943
IA,HAMILTON,GREEN,0,7943
IA,HAMILTON,LIBERTARIAN,30,7943
IA,HAMILTON,LIBERTARIAN,41,7943
IA,HAMILTON,OTHER,19,7943
IA,HAMILTON,OTHER,21,7943
IA,HAMILTON,REPUBLICAN,2457,7943
IA,HAMILTON,REPUBLICAN,2525,7943
IA,HANCOCK,DEMOCRAT,1145,6172
IA,HANCOCK,DEMOCRAT,538,6172
IA,HANCOCK,GREEN,5,6172
IA,HANCOCK,GREEN,2,6172
IA,HANCOCK,LIBERTARIAN,21,6172
IA,HANCOCK,LIBERTARIAN,28,6172
IA,HANCOCK,OTHER,12,6172
IA,HANCOCK,OTHER,20,6172
IA,HANCOCK,REPUBLICAN,1709,6172
IA,HANCOCK,REPUBLICAN,2692,6172
IA,HARDIN,DEMOCRAT,2157,8989
IA,HARDIN,DEMOCRAT,819,8989
IA,HARDIN,GREEN,4,8989
IA,HARDIN,GREEN,7,8989
IA,HARDIN,LIBERTARIAN,47,8989
IA,HARDIN,LIBERTARIAN,58,8989
IA,HARDIN,OTHER,16,8989
IA,HARDIN,OTHER,17,8989
IA,HARDIN,REPUBLICAN,2655,8989
IA,HARDIN,REPUBLICAN,3209,8989
IA,HARRISON,DEMOCRAT,1671,8155
IA,HARRISON,DEMOCRAT,769,8155
IA,HARRISON,GREEN,5,8155
IA,HARRISON,GREEN,4,8155
IA,HARRISON,LIBERTARIAN,31,8155
IA,HARRISON,LIBERTARIAN,54,8155
IA,HARRISON,OTHER,17,8155
IA,HARRISON,OTHER,24,8155
IA,HARRISON,REPUBLICAN,2276,8155
IA,HARRISON,REPUBLICAN,3304,8155
IA,HENRY,DEMOCRAT,2591,9982
IA,HENRY,DEMOCRAT,684,9982
IA,HENRY,GREEN,11,9982
IA,HENRY,GREEN,4,9982
IA,HENRY,LIBERTARIAN,63,9982
IA,HENRY,LIBERTARIAN,65,9982
IA,HENRY,OTHER,29,9982
IA,HENRY,OTHER,10,9982
IA,HENRY,REPUBLICAN,3676,9982
IA,HENRY,REPUBLICAN,2849,9982
IA,HOWARD,DEMOCRAT,1285,4958
IA,HOWARD,DEMOCRAT,487,4958
IA,HOWARD,GREEN,6,4958
IA,HOWARD,GREEN,4,4958
IA,HOWARD,LIBERTARIAN,9,4958
IA,HOWARD,LIBERTARIAN,14,4958
IA,HOWARD,OTHER,7,4958
IA,HOWARD,OTHER,13,4958
IA,HOWARD,REPUBLICAN,1224,4958
IA,HOWARD,REPUBLICAN,1909,4958
IA,HUMBOLDT,DEMOCRAT,1071,5327
IA,HUMBOLDT,DEMOCRAT,371,5327
IA,HUMBOLDT,GREEN,2,5327
IA,HUMBOLDT,GREEN,2,5327
IA,HUMBOLDT,LIBERTARIAN,16,5327
IA,HUMBOLDT,LIBERTARIAN,23,5327
IA,HUMBOLDT,OTHER,8,5327
IA,HUMBOLDT,OTHER,9,5327
IA,HUMBOLDT,REPUBLICAN,1751,5327
IA,HUMBOLDT,REPUBLICAN,2074,5327
IA,IDA,DEMOCRAT,625,3849
IA,IDA,DEMOCRAT,292,3849
IA,IDA,GREEN,3,3849
IA,IDA,GREEN,3,3849
IA,IDA,LIBERTARIAN,9,3849
IA,IDA,LIBERTARIAN,18,3849
IA,IDA,OTHER,7,3849
IA,IDA,OTHER,7,3849
IA,IDA,REPUBLICAN,1236,3849
IA,IDA,REPUBLICAN,1649,3849
IA,IOWA,DEMOCRAT,2611,9742
IA,IOWA,DEMOCRAT,936,9742
IA,IOWA,GREEN,8,9742
IA,IOWA,GREEN,7,9742
IA,IOWA,LIBERTARIAN,57,9742
IA,IOWA,LIBERTARIAN,45,9742
IA,IOWA,OTHER,23,9742
IA,IOWA,OTHER,20,9742
IA,IOWA,REPUBLICAN,2841,9742
IA,IOWA,REPUBLICAN,3194,9742
IA,JACKSON,DEMOCRAT,3080,11135
IA,JACKSON,DEMOCRAT,949,11135
IA,JACKSON,GREEN,5,11135
IA,JACKSON,GREEN,8,11135
IA,JACKSON,LIBERTARIAN,29,11135
IA,JACKSON,LIBERTARIAN,50,11135
IA,JACKSON,OTHER,29,11135
IA,JACKSON,OTHER,28,11135
IA,JACKSON,REPUBLICAN,3077,11135
IA,JACKSON,REPUBLICAN,3880,11135
IA,JASPER,DEMOCRAT,5741,20184
IA,JASPER,DEMOCRAT,1996,20184
IA,JASPER,GREEN,11,20184
IA,JASPER,GREEN,19,20184
IA,JASPER,LIBERTARIAN,75,20184
IA,JASPER,LIBERTARIAN,132,20184
IA,JASPER,OTHER,43,20184
IA,JASPER,OTHER,42,20184
IA,JASPER,REPUBLICAN,5054,20184
IA,JASPER,REPUBLICAN,7071,20184
IA,JEFFERSON,DEMOCRAT,3793,8959
IA,JEFFERSON,DEMOCRAT,526,8959
IA,JEFFERSON,GREEN,18,8959
IA,JEFFERSON,GREEN,14,8959
IA,JEFFERSON,LIBERTARIAN,44,8959
IA,JEFFERSON,LIBERTARIAN,51,8959
IA,JEFFERSON,OTHER,15,8959
IA,JEFFERSON,OTHER,22,8959
IA,JEFFERSON,REPUBLICAN,2267,8959
IA,JEFFERSON,REPUBLICAN,2209,8959
IA,JOHNSON,DEMOCRAT,48664,83851
IA,JOHNSON,DEMOCRAT,10513,83851
IA,JOHNSON,GREEN,148,83851
IA,JOHNSON,GREEN,65,83851
IA,JOHNSON,LIBERTARIAN,522,83851
IA,JOHNSON,LIBERTARIAN,442,83851
IA,JOHNSON,OTHER,159,83851
IA,JOHNSON,OTHER,132,83851
IA,JOHNSON,REPUBLICAN,11179,83851
IA,JOHNSON,REPUBLICAN,12027,83851
IA,JONES,DEMOCRAT,3145,10989
IA,JONES,DEMOCRAT,1068,10989
IA,JONES,GREEN,8,10989
IA,JONES,GREEN,7,10989
IA,JONES,LIBERTARIAN,52,10989
IA,JONES,LIBERTARIAN,66,10989
IA,JONES,OTHER,24,10989
IA,JONES,OTHER,23,10989
IA,JONES,REPUBLICAN,2782,10989
IA,JONES,REPUBLICAN,3814,10989
IA,KEOKUK,DEMOCRAT,951,5303
IA,KEOKUK,DEMOCRAT,463,5303
IA,KEOKUK,GREEN,1,5303
IA,KEOKUK,GREEN,1,5303
IA,KEOKUK,LIBERTARIAN,13,5303
IA,KEOKUK,LIBERTARIAN,38,5303
IA,KEOKUK,OTHER,13,5303
IA,KEOKUK,OTHER,14,5303
IA,KEOKUK,REPUBLICAN,1384,5303
IA,KEOKUK,REPUBLICAN,2425,5303
IA,KOSSUTH,DEMOCRAT,2111,9090
IA,KOSSUTH,DEMOCRAT,585,9090
IA,KOSSUTH,GREEN,6,9090
IA,KOSSUTH,GREEN,4,9090
IA,KOSSUTH,LIBERTARIAN,29,9090
IA,KOSSUTH,LIBERTARIAN,32,9090
IA,KOSSUTH,OTHER,15,9090
IA,KOSSUTH,OTHER,20,9090
IA,KOSSUTH,REPUBLICAN,2911,9090
IA,KOSSUTH,REPUBLICAN,3377,9090
IA,LEE,DEMOCRAT,5106,16734
IA,LEE,DEMOCRAT,1435,16734
IA,LEE,GREEN,24,16734
IA,LEE,GREEN,10,16734
IA,LEE,LIBERTARIAN,101,16734
IA,LEE,LIBERTARIAN,139,16734
IA,LEE,OTHER,61,16734
IA,LEE,OTHER,50,16734
IA,LEE,REPUBLICAN,4547,16734
IA,LEE,REPUBLICAN,5261,16734
IA,LINN,DEMOCRAT,55470,127458
IA,LINN,DEMOCRAT,15404,127458
IA,LINN,GREEN,188,127458
IA,LINN,GREEN,137,127458
IA,LINN,LIBERTARIAN,1018,127458
IA,LINN,LIBERTARIAN,997,127458
IA,LINN,OTHER,269,127458
IA,LINN,OTHER,231,127458
IA,LINN,REPUBLICAN,24996,127458
IA,LINN,REPUBLICAN,28748,127458
IA,LOUISA,DEMOCRAT,1183,5332
IA,LOUISA,DEMOCRAT,543,5332
IA,LOUISA,GREEN,3,5332
IA,LOUISA,GREEN,2,5332
IA,LOUISA,LIBERTARIAN,26,5332
IA,LOUISA,LIBERTARIAN,41,5332
IA,LOUISA,OTHER,9,5332
IA,LOUISA,OTHER,19,5332
IA,LOUISA,REPUBLICAN,1532,5332
IA,LOUISA,REPUBLICAN,1974,5332
IA,LUCAS,DEMOCRAT,955,4630
IA,LUCAS,DEMOCRAT,329,4630
IA,LUCAS,GREEN,4,4630
IA,LUCAS,GREEN,2,4630
IA,LUCAS,LIBERTARIAN,15,4630
IA,LUCAS,LIBERTARIAN,15,4630
IA,LUCAS,OTHER,11,4630
IA,LUCAS,OTHER,4,4630
IA,LUCAS,REPUBLICAN,1622,4630
IA,LUCAS,REPUBLICAN,1673,4630
IA,LYON,DEMOCRAT,756,6863
IA,LYON,DEMOCRAT,311,6863
IA,LYON,GREEN,5,6863
IA,LYON,GREEN,1,6863
IA,LYON,LIBERTARIAN,22,6863
IA,LYON,LIBERTARIAN,34,6863
IA,LYON,OTHER,5,6863
IA,LYON,OTHER,11,6863
IA,LYON,REPUBLICAN,2547,6863
IA,LYON,REPUBLICAN,3171,6863
IA,MADISON,DEMOCRAT,2346,9824
IA,MADISON,DEMOCRAT,788,9824
IA,MADISON,GREEN,8,9824
IA,MADISON,GREEN,4,9824
IA,MADISON,LIBERTARIAN,48,9824
IA,MADISON,LIBERTARIAN,76,9824
IA,MADISON,OTHER,15,9824
IA,MADISON,OTHER,14,9824
IA,MADISON,REPUBLICAN,2935,9824
IA,MADISON,REPUBLICAN,3590,9824
IA,MAHASKA,DEMOCRAT,2283,11404
IA,MAHASKA,DEMOCRAT,611,11404
IA,MAHASKA,GREEN,4,11404
IA,MAHASKA,GREEN,9,11404
IA,MAHASKA,LIBERTARIAN,47,11404
IA,MAHASKA,LIBERTARIAN,87,11404
IA,MAHASKA,OTHER,25,11404
IA,MAHASKA,OTHER,18,11404
IA,MAHASKA,REPUBLICAN,4486,11404
IA,MAHASKA,REPUBLICAN,3834,11404
IA,MARION,DEMOCRAT,4478,19232
IA,MARION,DEMOCRAT,1700,19232
IA,MARION,GREEN,11,19232
IA,MARION,GREEN,13,19232
IA,MARION,LIBERTARIAN,92,19232
IA,MARION,LIBERTARIAN,141,19232
IA,MARION,OTHER,35,19232
IA,MARION,OTHER,40,19232
IA,MARION,REPUBLICAN,5576,19232
IA,MARION,REPUBLICAN,7146,19232
IA,MARSHALL,DEMOCRAT,6207,18136
IA,MARSHALL,DEMOCRAT,1969,18136
IA,MARSHALL,GREEN,19,18136
IA,MARSHALL,GREEN,12,18136
IA,MARSHALL,LIBERTARIAN,92,18136
IA,MARSHALL,LIBERTARIAN,124,18136
IA,MARSHALL,OTHER,60,18136
IA,MARSHALL,OTHER,43,18136
IA,MARSHALL,REPUBLICAN,5051,18136
IA,MARSHALL,REPUBLICAN,4559,18136
IA,MILLS,DEMOCRAT,1876,8268
IA,MILLS,DEMOCRAT,632,8268
IA,MILLS,GREEN,9,8268
IA,MILLS,GREEN,3,8268
IA,MILLS,LIBERTARIAN,45,8268
IA,MILLS,LIBERTARIAN,55,8268
IA,MILLS,OTHER,18,8268
IA,MILLS,OTHER,14,8268
IA,MILLS,REPUBLICAN,3160,8268
IA,MILLS,REPUBLICAN,2456,8268
IA,MITCHELL,DEMOCRAT,1603,5822
IA,MITCHELL,DEMOCRAT,450,5822
IA,MITCHELL,GREEN,6,5822
IA,MITCHELL,GREEN,3,5822
IA,MITCHELL,LIBERTARIAN,27,5822
IA,MITCHELL,LIBERTARIAN,29,5822
IA,MITCHELL,OTHER,13,5822
IA,MITCHELL,OTHER,7,5822
IA,MITCHELL,REPUBLICAN,1820,5822
IA,MITCHELL,REPUBLICAN,1864,5822
IA,MONONA,DEMOCRAT,948,4728
IA,MONONA,DEMOCRAT,459,4728
IA,MONONA,GREEN,0,4728
IA,MONONA,GREEN,3,4728
IA,MONONA,LIBERTARIAN,5,4728
IA,MONONA,LIBERTARIAN,31,4728
IA,MONONA,OTHER,10,4728
IA,MONONA,OTHER,10,4728
IA,MONONA,REPUBLICAN,1239,4728
IA,MONONA,REPUBLICAN,2023,4728
IA,MONROE,DEMOCRAT,844,4088
IA,MONROE,DEMOCRAT,234,4088
IA,MONROE,GREEN,1,4088
IA,MONROE,GREEN,2,4088
IA,MONROE,LIBERTARIAN,10,4088
IA,MONROE,LIBERTARIAN,11,4088
IA,MONROE,OTHER,6,4088
IA,MONROE,OTHER,2,4088
IA,MONROE,REPUBLICAN,1414,4088
IA,MONROE,REPUBLICAN,1564,4088
IA,MONTGOMERY,DEMOCRAT,1146,5327
IA,MONTGOMERY,DEMOCRAT,437,5327
IA,MONTGOMERY,GREEN,2,5327
IA,MONTGOMERY,GREEN,4,5327
IA,MONTGOMERY,LIBERTARIAN,22,5327
IA,MONTGOMERY,LIBERTARIAN,28,5327
IA,MONTGOMERY,OTHER,14,5327
IA,MONTGOMERY,OTHER,8,5327
IA,MONTGOMERY,REPUBLICAN,1722,5327
IA,MONTGOMERY,REPUBLICAN,1944,5327
IA,MUSCATINE,DEMOCRAT,6687,20671
IA,MUSCATINE,DEMOCRAT,2685,20671
IA,MUSCATINE,GREEN,32,20671
IA,MUSCATINE,GREEN,25,20671
IA,MUSCATINE,LIBERTARIAN,114,20671
IA,MUSCATINE,LIBERTARIAN,179,20671
IA,MUSCATINE,OTHER,44,20671
IA,MUSCATINE,OTHER,40,20671
IA,MUSCATINE,REPUBLICAN,5185,20671
IA,MUSCATINE,REPUBLICAN,5680,20671
IA,O'BRIEN,DEMOCRAT,1124,7551
IA,O'BRIEN,DEMOCRAT,445,7551
IA,O'BRIEN,GREEN,4,7551
IA,O'BRIEN,GREEN,2,7551
IA,O'BRIEN,LIBERTARIAN,24,7551
IA,O'BRIEN,LIBERTARIAN,53,7551
IA,O'BRIEN,OTHER,16,7551
IA,O'BRIEN,OTHER,12,7551
IA,O'BRIEN,REPUBLICAN,2487,7551
IA,O'BRIEN,REPUBLICAN,3384,7551
IA,OSCEOLA,DEMOCRAT,370,3328
IA,OSCEOLA,DEMOCRAT,231,3328
IA,OSCEOLA,GREEN,3,3328
IA,OSCEOLA,GREEN,1,3328
IA,OSCEOLA,LIBERTARIAN,10,3328
IA,OSCEOLA,LIBERTARIAN,8,3328
IA,OSCEOLA,OTHER,5,3328
IA,OSCEOLA,OTHER,5,3328
IA,OSCEOLA,REPUBLICAN,1080,3328
IA,OSCEOLA,REPUBLICAN,1615,3328
IA,PAGE,DEMOCRAT,1542,7528
IA,PAGE,DEMOCRAT,544,7528
IA,PAGE,GREEN,4,7528
IA,PAGE,GREEN,6,7528
IA,PAGE,LIBERTARIAN,35,7528
IA,PAGE,LIBERTARIAN,41,7528
IA,PAGE,OTHER,21,7528
IA,PAGE,OTHER,7,7528
IA,PAGE,REPUBLICAN,2674,7528
IA,PAGE,REPUBLICAN,2654,7528
IA,PALO ALTO,DEMOCRAT,1122,4958
IA,PALO ALTO,DEMOCRAT,397,4958
IA,PALO ALTO,GREEN,5,4958
IA,PALO ALTO,GREEN,3,4958
IA,PALO ALTO,LIBERTARIAN,18,4958
IA,PALO ALTO,LIBERTARIAN,25,4958
IA,PALO ALTO,OTHER,4,4958
IA,PALO ALTO,OTHER,6,4958
IA,PALO ALTO,REPUBLICAN,1631,4958
IA,PALO ALTO,REPUBLICAN,1747,4958
IA,PLYMOUTH,DEMOCRAT,2510,14188
IA,PLYMOUTH,DEMOCRAT,984,14188
IA,PLYMOUTH,GREEN,7,14188
IA,PLYMOUTH,GREEN,6,14188
IA,PLYMOUTH,LIBERTARIAN,45,14188
IA,PLYMOUTH,LIBERTARIAN,67,14188
IA,PLYMOUTH,OTHER,31,14188
IA,PLYMOUTH,OTHER,23,14188
IA,PLYMOUTH,REPUBLICAN,5047,14188
IA,PLYMOUTH,REPUBLICAN,5468,14188
IA,POCAHONTAS,DEMOCRAT,700,3823
IA,POCAHONTAS,DEMOCRAT,233,3823
IA,POCAHONTAS,GREEN,2,3823
IA,POCAHONTAS,GREEN,0,3823
IA,POCAHONTAS,LIBERTARIAN,17,3823
IA,POCAHONTAS,LIBERTARIAN,20,3823
IA,POCAHONTAS,OTHER,14,3823
IA,POCAHONTAS,OTHER,5,3823
IA,POCAHONTAS,REPUBLICAN,1315,3823
IA,POCAHONTAS,REPUBLICAN,1517,3823
IA,POLK,DEMOCRAT,100944,258755
IA,POLK,DEMOCRAT,45306,258755
IA,POLK,GREEN,239,258755
IA,POLK,GREEN,248,258755
IA,POLK,LIBERTARIAN,1322,258755
IA,POLK,LIBERTARIAN,2000,258755
IA,POLK,OTHER,522,258755
IA,POLK,OTHER,610,258755
IA,POLK,REPUBLICAN,37909,258755
IA,POLK,REPUBLICAN,69655,258755
IA,POTTAWATTAMIE,DEMOCRAT,14062,45744
IA,POTTAWATTAMIE,DEMOCRAT,4513,45744
IA,POTTAWATTAMIE,GREEN,58,45744
IA,POTTAWATTAMIE,GREEN,35,45744
IA,POTTAWATTAMIE,LIBERTARIAN,265,45744
IA,POTTAWATTAMIE,LIBERTARIAN,287,45744
IA,POTTAWATTAMIE,OTHER,114,45744
IA,POTTAWATTAMIE,OTHER,58,45744
IA,POTTAWATTAMIE,REPUBLICAN,12944,45744
IA,POTTAWATTAMIE,REPUBLICAN,13408,45744
IA,POWESHIEK,DEMOCRAT,3489,10140
IA,POWESHIEK,DEMOCRAT,817,10140
IA,POWESHIEK,GREEN,17,10140
IA,POWESHIEK,GREEN,9,10140
IA,POWESHIEK,LIBERTARIAN,39,10140
IA,POWESHIEK,LIBERTARIAN,51,10140
IA,POWESHIEK,OTHER,27,10140
IA,POWESHIEK,OTHER,18,10140
IA,POWESHIEK,REPUBLICAN,2713,10140
IA,POWESHIEK,REPUBLICAN,2960,10140
IA,RINGGOLD,DEMOCRAT,571,2714
IA,RINGGOLD,DEMOCRAT,138,2714
IA,RINGGOLD,GREEN,2,2714
IA,RINGGOLD,GREEN,0,2714
IA,RINGGOLD,LIBERTARIAN,8,2714
IA,RINGGOLD,LIBERTARIAN,10,2714
IA,RINGGOLD,OTHER,7,2714
IA,RINGGOLD,OTHER,4,2714
IA,RINGGOLD,REPUBLICAN,944,2714
IA,RINGGOLD,REPUBLICAN,1030,2714
IA,SAC,DEMOCRAT,948,5535
IA,SAC,DEMOCRAT,441,5535
IA,SAC,GREEN,3,5535
IA,SAC,GREEN,3,5535
IA,SAC,LIBERTARIAN,12,5535
IA,SAC,LIBERTARIAN,35,5535
IA,SAC,OTHER,15,5535
IA,SAC,OTHER,9,5535
