st_cty,low,med,high,tot_hesi
NE Saline County,0.14,0.09,0.06,0.29
NE Sarpy County,0.12,0.08,0.05,0.25
NE Saunders County,0.13,0.09,0.05,0.27
NE Scotts Bluff County,0.13,0.08,0.05,0.26
NE Seward County,0.14,0.09,0.06,0.29
NE Sheridan County,0.13,0.08,0.05,0.26
NE Sherman County,0.14,0.09,0.06,0.29
NE Sioux County,0.13,0.08,0.05,0.26
NE Stanton County,0.13,0.08,0.05,0.26
NE Thayer County,0.14,0.09,0.06,0.29
NE Thomas County,0.13,0.09,0.05,0.27
NE Thurston County,0.13,0.08,0.05,0.26
NE Valley County,0.14,0.09,0.06,0.29
NE Washington County,0.13,0.09,0.05,0.27
NE Wayne County,0.13,0.08,0.05,0.26
NE Webster County,0.13,0.09,0.05,0.27
NE Wheeler County,0.14,0.09,0.06,0.29
NE York County,0.14,0.09,0.06,0.29
NV Churchill County,0.22,0.14,0.08,0.44
NV Clark County,0.2,0.12,0.06,0.38
NV Douglas County,0.2,0.12,0.07,0.39
NV Elko County,0.22,0.14,0.08,0.44
NV Esmeralda County,0.22,0.14,0.08,0.44
NV Eureka County,0.22,0.14,0.08,0.44
NV Humboldt County,0.22,0.14,0.08,0.44
NV Lander County,0.22,0.14,0.08,0.44
NV Lincoln County,0.22,0.14,0.08,0.44
NV Lyon County,0.2,0.12,0.07,0.39
NV Mineral County,0.22,0.14,0.08,0.44
NV Nye County,0.22,0.14,0.08,0.44
NV Pershing County,0.22,0.14,0.08,0.44
NV Storey County,0.2,0.12,0.07,0.39
NV Washoe County,0.18,0.11,0.06,0.35
NV White Pine County,0.22,0.14,0.08,0.44
NV Carson City,0.2,0.12,0.07,0.39
NH Belknap County,0.13,0.1,0.07,0.3
NH Carroll County,0.13,0.1,0.07,0.3
NH Cheshire County,0.14,0.11,0.07,0.32
NH Coos County,0.13,0.11,0.07,0.31
NH Grafton County,0.13,0.11,0.07,0.31
NH Hillsborough County,0.13,0.1,0.07,0.3
NH Merrimack County,0.13,0.1,0.07,0.3
NH Rockingham County,0.11,0.09,0.06,0.26
NH Strafford County,0.13,0.11,0.07,0.31
NH Sullivan County,0.14,0.11,0.07,0.32
NJ Atlantic County,0.12,0.05,0.04,0.21
NJ Bergen County,0.08,0.04,0.03,0.15
NJ Burlington County,0.11,0.05,0.03,0.19
NJ Camden County,0.12,0.05,0.04,0.21
NJ Cape May County,0.12,0.06,0.04,0.22
NJ Cumberland County,0.14,0.06,0.04,0.24
NJ Essex County,0.12,0.05,0.04,0.21
NJ Gloucester County,0.12,0.05,0.04,0.21
NJ Hudson County,0.11,0.05,0.03,0.19
NJ Hunterdon County,0.09,0.04,0.03,0.16
NJ Mercer County,0.11,0.05,0.03,0.19
NJ Middlesex County,0.09,0.04,0.03,0.16
NJ Monmouth County,0.09,0.04,0.03,0.16
NJ Morris County,0.08,0.04,0.03,0.15
NJ Ocean County,0.12,0.05,0.04,0.21
NJ Passaic County,0.12,0.05,0.04,0.21
NJ Salem County,0.14,0.06,0.04,0.24
NJ Somerset County,0.08,0.04,0.03,0.15
NJ Sussex County,0.1,0.05,0.03,0.18
NJ Union County,0.11,0.05,0.03,0.19
NJ Warren County,0.11,0.05,0.03,0.19
NM Bernalillo County,0.12,0.07,0.04,0.23
NM Catron County,0.13,0.07,0.04,0.24
NM Chaves County,0.15,0.09,0.05,0.29
NM Cibola County,0.23,0.14,0.07,0.44
NM Colfax County,0.15,0.08,0.04,0.27
NM Curry County,0.15,0.08,0.04,0.27
,0.15,0.08,0.04,0.27
NM Dona Ana County,0.13,0.07,0.04,0.24
NM Eddy County,0.14,0.08,0.04,0.26
NM Grant County,0.13,0.07,0.04,0.24
NM Guadalupe County,0.15,0.08,0.04,0.27
NM Harding County,0.15,0.08,0.04,0.27
NM Hidalgo County,0.13,0.07,0.04,0.24
NM Lea County,0.14,0.08,0.04,0.26
NM Lincoln County,0.15,0.09,0.05,0.29
NM Los Alamos County,0.11,0.06,0.03,0.2
NM Luna County,0.13,0.07,0.04,0.24
NM McKinley County,0.23,0.14,0.07,0.44
NM Mora County,0.11,0.06,0.03,0.2
NM Otero County,0.15,0.09,0.05,0.29
NM Quay County,0.15,0.08,0.04,0.27
NM Rio Arriba County,0.11,0.06,0.03,0.2
NM Roosevelt County,0.15,0.08,0.04,0.27
NM Sandoval County,0.12,0.07,0.04,0.23
NM San Juan County,0.17,0.1,0.05,0.32
NM San Miguel County,0.11,0.06,0.03,0.2
NM Santa Fe County,0.11,0.06,0.03,0.2
NM Sierra County,0.13,0.07,0.04,0.24
NM Socorro County,0.13,0.07,0.04,0.24
NM Taos County,0.11,0.06,0.03,0.2
NM Torrance County,0.13,0.07,0.04,0.24
NM Union County,0.15,0.08,0.04,0.27
NM Valencia County,0.12,0.07,0.04,0.23
NY Albany County,0.11,0.06,0.04,0.21
NY Allegany County,0.15,0.08,0.06,0.29
NY Bronx County,0.14,0.07,0.05,0.26
NY Broome County,0.14,0.07,0.05,0.26
NY Cattaraugus County,0.15,0.08,0.06,0.29
NY Cayuga County,0.14,0.08,0.05,0.27
NY Chautauqua County,0.14,0.08,0.05,0.27
NY Chemung County,0.14,0.07,0.05,0.26
NY Chenango County,0.14,0.08,0.05,0.27
NY Clinton County,0.16,0.09,0.06,0.31
NY Columbia County,0.13,0.07,0.05,0.25
NY Cortland County,0.14,0.08,0.05,0.27
NY Delaware County,0.14,0.08,0.05,0.27
NY Dutchess County,0.12,0.06,0.04,0.22
NY Erie County,0.12,0.06,0.04,0.22
NY Essex County,0.16,0.09,0.06,0.31
NY Franklin County,0.16,0.09,0.06,0.31
NY Fulton County,0.15,0.08,0.06,0.29
NY Genesee County,0.16,0.09,0.06,0.31
NY Greene County,0.13,0.07,0.05,0.25
NY Hamilton County,0.16,0.09,0.06,0.31
NY Herkimer County,0.14,0.08,0.05,0.27
NY Jefferson County,0.17,0.09,0.06,0.32
NY Kings County,0.12,0.06,0.04,0.22
NY Lewis County,0.17,0.09,0.06,0.32
NY Livingston County,0.14,0.08,0.05,0.27
NY Madison County,0.14,0.08,0.05,0.27
NY Monroe County,0.12,0.06,0.04,0.22
NY Montgomery County,0.15,0.08,0.06,0.29
NY Nassau County,0.09,0.05,0.03,0.17
NY New York County,0.09,0.05,0.03,0.17
NY Niagara County,0.13,0.07,0.05,0.25
NY Oneida County,0.14,0.07,0.05,0.26
NY Onondaga County,0.12,0.07,0.05,0.24
NY Ontario County,0.12,0.07,0.05,0.24
NY Orange County,0.13,0.07,0.05,0.25
NY Orleans County,0.16,0.09,0.06,0.31
NY Oswego County,0.15,0.08,0.06,0.29
NY Otsego County,0.14,0.07,0.05,0.26
NY Putnam County,0.1,0.06,0.04,0.2
NY Queens County,0.1,0.05,0.04,0.19
NY Rensselaer County,0.13,0.07,0.05,0.25
NY Richmond County,0.11,0.06,0.04,0.21
NY Rockland County,0.13,0.07,0.05,0.25
NY St. Lawrence County,0.16,0.09,0.06,0.31
NY Saratoga County,0.11,0.06,0.04,0.21
NY Schenectady County,0.13,0.07,0.05,0.25
NY Schoharie County,0.14,0.07,0.05,0.26
NY Schuyler County,0.16,0.08,0.06,0.3
NY Seneca County,0.14,0.08,0.05,0.27
NY Steuben County,0.15,0.08,0.06,0.29
NY Suffolk County,0.1,0.06,0.04,0.2
NY Sullivan County,0.13,0.07,0.05,0.25
NY Tioga County,0.14,0.08,0.05,0.27
NY Tompkins County,0.11,0.06,0.04,0.21
NY Ulster County,0.12,0.07,0.05,0.24
NY Warren County,0.13,0.07,0.05,0.25
NY Washington County,0.13,0.07,0.05,0.25
NY Wayne County,0.14,0.08,0.05,0.27
NY Westchester County,0.09,0.05,0.04,0.18
NY Wyoming County,0.14,0.08,0.05,0.27
NY Yates County,0.12,0.07,0.05,0.24
NC Alamance County,0.2,0.13,0.1,0.43
NC Alexander County,0.22,0.15,0.12,0.49
NC Alleghany County,0.21,0.14,0.11,0.46
NC Anson County,0.22,0.15,0.12,0.49
NC Ashe County,0.2,0.14,0.11,0.45
NC Avery County,0.2,0.14,0.11,0.45
NC Beaufort County,0.18,0.13,0.1,0.41
NC Bertie County,0.19,0.13,0.1,0.42
NC Bladen County,0.23,0.15,0.12,0.5
NC Brunswick County,0.16,0.11,0.09,0.36
NC Buncombe County,0.18,0.12,0.1,0.4
NC Burke County,0.21,0.14,0.11,0.46
NC Cabarrus County,0.18,0.13,0.1,0.41
NC Caldwell County,0.22,0.15,0.12,0.49
NC Camden County,0.2,0.13,0.1,0.43
NC Carteret County,0.18,0.13,0.1,0.41
NC Caswell County,0.22,0.15,0.12,0.49
NC Catawba County,0.19,0.13,0.1,0.42
NC Chatham County,0.17,0.12,0.09,0.38
NC Cherokee County,0.2,0.14,0.11,0.45
NC Chowan County,0.2,0.13,0.1,0.43
NC Clay County,0.2,0.14,0.11,0.45
NC Cleveland County,0.2,0.14,0.11,0.45
NC Columbus County,0.23,0.15,0.12,0.5
NC Craven County,0.2,0.13,0.11,0.44
NC Cumberland County,0.23,0.15,0.11,0.49
NC Currituck County,0.2,0.13,0.1,0.43
NC Dare County,0.19,0.13,0.1,0.42
NC Davidson County,0.21,0.14,0.11,0.46
NC Davie County,0.2,0.14,0.11,0.45
NC Duplin County,0.21,0.14,0.11,0.46
NC Durham County,0.17,0.11,0.09,0.37
NC Edgecombe County,0.21,0.14,0.11,0.46
NC Forsyth County,0.19,0.13,0.1,0.42
NC Franklin County,0.2,0.13,0.1,0.43
NC Gaston County,0.21,0.14,0.11,0.46
NC Gates County,0.2,0.13,0.1,0.43
NC Graham County,0.2,0.14,0.1,0.44
NC Granville County,0.22,0.15,0.12,0.49
NC Greene County,0.22,0.14,0.11,0.47
NC Guilford County,0.18,0.12,0.09,0.39
NC Halifax County,0.22,0.15,0.11,0.48
NC Harnett County,0.22,0.15,0.11,0.48
NC Haywood County,0.2,0.14,0.1,0.44
NC Henderson County,0.18,0.12,0.09,0.39
NC Hertford County,0.22,0.15,0.11,0.48
NC Hoke County,0.23,0.15,0.12,0.5
NC Hyde County,0.19,0.13,0.1,0.42
NC Iredell County,0.18,0.13,0.1,0.41
NC Jackson County,0.2,0.14,0.11,0.45
NC Johnston County,0.2,0.13,0.1,0.43
NC Jones County,0.23,0.15,0.12,0.5
NC Lee County,0.17,0.12,0.09,0.38
NC Lenoir County,0.23,0.15,0.12,0.5
NC Lincoln County,0.2,0.14,0.11,0.45
NC McDowell County,0.21,0.14,0.11,0.46
NC Macon County,0.2,0.14,0.11,0.45
NC Madison County,0.2,0.14,0.1,0.44
NC Martin County,0.19,0.13,0.1,0.42
NC Mecklenburg County,0.17,0.11,0.08,0.36
NC Mitchell County,0.2,0.14,0.11,0.45
NC Montgomery County,0.18,0.12,0.09,0.39
NC Moore County,0.18,0.12,0.09,0.39
NC Nash County,0.21,0.14,0.11,0.46
NC New Hanover County,0.18,0.12,0.09,0.39
NC Northampton County,0.22,0.15,0.11,0.48
NC Onslow County,0.25,0.16,0.12,0.53
NC Orange County,0.14,0.1,0.07,0.31
NC Pamlico County,0.18,0.13,0.1,0.41
NC Pasquotank County,0.2,0.13,0.1,0.43
NC Pender County,0.18,0.12,0.09,0.39
NC Perquimans County,0.2,0.13,0.1,0.43
NC Person County,0.22,0.15,0.12,0.49
NC Pitt County,0.19,0.13,0.1,0.42
NC Polk County,0.2,0.13,0.1,0.43
NC Randolph County,0.22,0.15,0.12,0.49
NC Richmond County,0.23,0.15,0.12,0.5
NC Robeson County,0.26,0.17,0.13,0.56
NC Rockingham County,0.21,0.14,0.11,0.46
NC Rowan County,0.21,0.15,0.11,0.47
NC Rutherford County,0.2,0.13,0.1,0.43
NC Sampson County,0.21,0.14,0.11,0.46
NC Scotland County,0.23,0.15,0.12,0.5
NC Stanly County,0.19,0.14,0.1,0.43
NC Stokes County,0.21,0.14,0.11,0.46
NC Surry County,0.21,0.14,0.11,0.46
NC Swain County,0.2,0.14,0.1,0.44
NC Transylvania County,0.18,0.12,0.09,0.39
NC Tyrrell County,0.19,0.13,0.1,0.42
NC Union County,0.18,0.12,0.1,0.4
NC Vance County,0.2,0.13,0.1,0.43
NC Wake County,0.15,0.1,0.08,0.33
NC Warren County,0.21,0.14,0.11,0.46
NC Washington County,0.19,0.13,0.1,0.42
NC Watauga County,0.2,0.14,0.11,0.45
NC Wayne County,0.22,0.14,0.11,0.47
NC Wilkes County,0.21,0.14,0.11,0.46
NC Wilson County,0.22,0.14,0.11,0.47
NC Yadkin County,0.2,0.14,0.11,0.45
NC Yancey County,0.2,0.14,0.11,0.45
ND Adams County,0.2,0.14,0.1,0.44
ND Barnes County,0.19,0.14,0.1,0.43
ND Benson County,0.19,0.14,0.1,0.43
ND Billings County,0.2,0.14,0.1,0.44
ND Bottineau County,0.19,0.14,0.1,0.43
ND Bowman County,0.2,0.14,0.1,0.44
ND Burke County,0.2,0.14,0.1,0.44
ND Burleigh County,0.17,0.12,0.08,0.37
ND Cass County,0.18,0.12,0.08,0.38
ND Cavalier County,0.17,0.12,0.08,0.37
ND Dickey County,0.19,0.14,0.1,0.43
ND Divide County,0.2,0.14,0.1,0.44
ND Dunn County,0.2,0.14,0.1,0.44
ND Eddy County,0.19,0.14,0.1,0.43
ND Emmons County,0.17,0.12,0.08,0.37
ND Foster County,0.19,0.14,0.1,0.43
ND Golden Valley County,0.2,0.14,0.1,0.44
ND Grand Forks County,0.17,0.12,0.08,0.37
ND Grant County,0.2,0.14,0.1,0.44
ND Griggs County,0.17,0.12,0.08,0.37
ND Hettinger County,0.2,0.14,0.1,0.44
ND Kidder County,0.17,0.12,0.08,0.37
ND LaMoure County,0.19,0.14,0.1,0.43
ND Logan County,0.17,0.12,0.08,0.37
ND McHenry County,0.2,0.14,0.1,0.44
ND McIntosh County,0.17,0.12,0.08,0.37
ND McKenzie County,0.2,0.14,0.1,0.44
ND McLean County,0.2,0.14,0.1,0.44
ND Mercer County,0.2,0.14,0.1,0.44
ND Morton County,0.17,0.12,0.08,0.37
ND Mountrail County,0.2,0.14,0.1,0.44
ND Nelson County,0.19,0.14,0.1,0.43
ND Oliver County,0.2,0.14,0.1,0.44
ND Pembina County,0.17,0.12,0.08,0.37
ND Pierce County,0.19,0.14,0.1,0.43
ND Ramsey County,0.19,0.14,0.1,0.43
ND Ransom County,0.19,0.14,0.1,0.43
ND Renville County,0.2,0.14,0.1,0.44
ND Richland County,0.19,0.14,0.1,0.43
ND Rolette County,0.19,0.14,0.1,0.43
ND Sargent County,0.19,0.14,0.1,0.43
ND Sheridan County,0.19,0.14,0.1,0.43
ND Sioux County,0.2,0.14,0.1,0.44
ND Slope County,0.2,0.14,0.1,0.44
ND Stark County,0.2,0.14,0.1,0.44
ND Steele County,0.17,0.12,0.08,0.37
ND Stutsman County,0.19,0.14,0.1,0.43
ND Towner County,0.17,0.12,0.08,0.37
ND Traill County,0.17,0.12,0.08,0.37
ND Walsh County,0.17,0.12,0.08,0.37
ND Ward County,0.2,0.14,0.1,0.44
ND Wells County,0.19,0.14,0.1,0.43
ND Williams County,0.2,0.14,0.1,0.44
OH Adams County,0.24,0.17,0.1,0.51
OH Allen County,0.22,0.15,0.09,0.46
OH Ashland County,0.21,0.15,0.09,0.45
OH Ashtabula County,0.23,0.17,0.1,0.5
OH Athens County,0.21,0.15,0.09,0.45
OH Auglaize County,0.18,0.13,0.08,0.39
OH Belmont County,0.2,0.14,0.08,0.42
OH Brown County,0.21,0.16,0.09,0.46
OH Butler County,0.19,0.13,0.08,0.4
OH Carroll County,0.19,0.14,0.08,0.41
OH Champaign County,0.21,0.15,0.09,0.45
OH Clark County,0.22,0.15,0.09,0.46
OH Clermont County,0.18,0.14,0.08,0.4
OH Clinton County,0.24,0.17,0.1,0.51
OH Columbiana County,0.2,0.14,0.09,0.43
OH Coshocton County,0.24,0.18,0.11,0.53
OH Crawford County,0.21,0.15,0.09,0.45
OH Cuyahoga County,0.18,0.12,0.07,0.37
OH Darke County,0.2,0.14,0.09,0.43
OH Defiance County,0.2,0.14,0.08,0.42
OH Delaware County,0.14,0.1,0.06,0.3
OH Erie County,0.18,0.13,0.08,0.39
OH Fairfield County,0.18,0.13,0.08,0.39
OH Fayette County,0.23,0.17,0.1,0.5
OH Franklin County,0.18,0.13,0.07,0.38
OH Fulton County,0.19,0.13,0.08,0.4
OH Gallia County,0.21,0.15,0.09,0.45
OH Geauga County,0.15,0.12,0.07,0.34
OH Greene County,0.17,0.12,0.07,0.36
OH Guernsey County,0.24,0.18,0.11,0.53
OH Hamilton County,0.17,0.12,0.07,0.36
OH Hancock County,0.18,0.13,0.08,0.39
OH Hardin County,0.21,0.15,0.09,0.45
OH Harrison County,0.22,0.16,0.1,0.48
OH Henry County,0.2,0.14,0.08,0.42
OH Highland County,0.24,0.17,0.1,0.51
OH Hocking County,0.23,0.17,0.1,0.5
OH Holmes County,0.24,0.18,0.11,0.53
OH Huron County,0.21,0.15,0.09,0.45
OH Jackson County,0.23,0.17,0.1,0.5
OH Jefferson County,0.2,0.14,0.08,0.42
OH Knox County,0.22,0.16,0.1,0.48
OH Lake County,0.18,0.13,0.08,0.39
OH Lawrence County,0.22,0.16,0.1,0.48
OH Licking County,0.19,0.14,0.08,0.41
OH Logan County,0.21,0.15,0.09,0.45
OH Lorain County,0.18,0.13,0.08,0.39
OH Lucas County,0.2,0.14,0.08,0.42
OH Madison County,0.22,0.16,0.1,0.48
OH Mahoning County,0.2,0.14,0.08,0.42
OH Marion County,0.22,0.16,0.1,0.48
OH Medina County,0.16,0.12,0.07,0.35
OH Meigs County,0.21,0.15,0.09,0.45
OH Mercer County,0.18,0.13,0.08,0.39
OH Miami County,0.2,0.14,0.08,0.42
OH Monroe County,0.2,0.15,0.09,0.44
OH Montgomery County,0.19,0.14,0.08,0.41
OH Morgan County,0.2,0.15,0.09,0.44
OH Morrow County,0.22,0.16,0.1,0.48
OH Muskingum County,0.23,0.17,0.1,0.5
OH Noble County,0.2,0.15,0.09,0.44
OH Ottawa County,0.17,0.12,0.07,0.36
OH Paulding County,0.2,0.14,0.08,0.42
OH Perry County,0.23,0.17,0.1,0.5
OH Pickaway County,0.22,0.16,0.1,0.48
OH Pike County,0.23,0.17,0.1,0.5
OH Portage County,0.19,0.13,0.08,0.4
OH Preble County,0.2,0.14,0.09,0.43
OH Putnam County,0.18,0.13,0.08,0.39
OH Richland County,0.21,0.15,0.09,0.45
OH Ross County,0.23,0.17,0.1,0.5
OH Sandusky County,0.18,0.13,0.08,0.39
OH Scioto County,0.22,0.16,0.1,0.48
OH Seneca County,0.21,0.15,0.09,0.45
OH Shelby County,0.2,0.14,0.09,0.43
OH Stark County,0.2,0.14,0.08,0.42
OH Summit County,0.18,0.13,0.08,0.39
OH Trumbull County,0.21,0.15,0.09,0.45
OH Tuscarawas County,0.22,0.16,0.1,0.48
OH Union County,0.22,0.16,0.1,0.48
OH Van Wert County,0.18,0.13,0.08,0.39
OH Vinton County,0.23,0.17,0.1,0.5
OH Warren County,0.16,0.12,0.07,0.35
OH Washington County,0.2,0.15,0.09,0.44
OH Wayne County,0.21,0.15,0.1,0.46
OH Williams County,0.2,0.14,0.08,0.42
OH Wood County,0.18,0.13,0.07,0.38
OH Wyandot County,0.21,0.15,0.09,0.45
OK Adair County,0.29,0.21,0.15,0.65
OK Alfalfa County,0.26,0.2,0.14,0.6
OK Atoka County,0.27,0.2,0.14,0.61
OK Beaver County,0.26,0.2,0.14,0.6
OK Beckham County,0.24,0.18,0.12,0.54
OK Blaine County,0.26,0.2,0.14,0.6
OK Bryan County,0.27,0.2,0.14,0.61
OK Caddo County,0.26,0.2,0.14,0.6
OK Canadian County,0.24,0.18,0.13,0.55
OK Carter County,0.27,0.21,0.15,0.63
OK Cherokee County,0.29,0.21,0.15,0.65
OK Choctaw County,0.27,0.21,0.14,0.62
OK Cimarron County,0.26,0.2,0.14,0.6
OK Cleveland County,0.22,0.17,0.11,0.5
OK Coal County,0.27,0.2,0.14,0.61
OK Comanche County,0.28,0.2,0.14,0.62
OK Cotton County,0.26,0.2,0.14,0.6
OK Craig County,0.26,0.2,0.14,0.6
OK Creek County,0.24,0.18,0.13,0.55
OK Custer County,0.24,0.18,0.12,0.54
OK Delaware County,0.26,0.2,0.14,0.6
OK Dewey County,0.26,0.2,0.14,0.6
OK Ellis County,0.26,0.2,0.14,0.6
OK Garfield County,0.24,0.18,0.13,0.55
OK Garvin County,0.27,0.21,0.15,0.63
OK Grady County,0.24,0.19,0.13,0.56
OK Grant County,0.26,0.2,0.14,0.6
OK Greer County,0.24,0.18,0.12,0.54
OK Harmon County,0.24,0.18,0.12,0.54
OK Harper County,0.26,0.2,0.14,0.6
OK Haskell County,0.27,0.21,0.14,0.62
OK Hughes County,0.25,0.19,0.13,0.57
OK Jackson County,0.24,0.18,0.12,0.54
OK Jefferson County,0.26,0.2,0.14,0.6
OK Johnston County,0.27,0.2,0.14,0.61
OK Kay County,0.24,0.18,0.13,0.55
OK Kingfisher County,0.26,0.2,0.14,0.6
OK Kiowa County,0.24,0.18,0.12,0.54
OK Latimer County,0.27,0.21,0.14,0.62
OK Le Flore County,0.27,0.21,0.14,0.62
OK Lincoln County,0.25,0.19,0.13,0.57
OK Logan County,0.25,0.19,0.13,0.57
OK Love County,0.27,0.21,0.15,0.63
OK McClain County,0.24,0.19,0.13,0.56
OK McCurtain County,0.27,0.21,0.14,0.62
OK McIntosh County,0.26,0.2,0.14,0.6
OK Major County,0.26,0.2,0.14,0.6
OK Marshall County,0.27,0.2,0.14,0.61
OK Mayes County,0.26,0.2,0.14,0.6
OK Murray County,0.27,0.21,0.15,0.63
OK Muskogee County,0.26,0.2,0.14,0.6
OK Noble County,0.24,0.18,0.13,0.55
OK Nowata County,0.26,0.2,0.14,0.6
OK Okfuskee County,0.25,0.19,0.13,0.57
OK Oklahoma County,0.23,0.17,0.11,0.51
OK Okmulgee County,0.26,0.2,0.14,0.6
OK Osage County,0.24,0.19,0.13,0.56
OK Ottawa County,0.26,0.2,0.14,0.6
OK Pawnee County,0.25,0.2,0.14,0.59
OK Payne County,0.25,0.19,0.13,0.57
OK Pittsburg County,0.27,0.21,0.14,0.62
OK Pontotoc County,0.27,0.2,0.14,0.61
OK Pottawatomie County,0.25,0.19,0.13,0.57
OK Pushmataha County,0.27,0.21,0.14,0.62
OK Roger Mills County,0.24,0.18,0.12,0.54
OK Rogers County,0.23,0.18,0.12,0.53
OK Seminole County,0.25,0.19,0.13,0.57
OK Sequoyah County,0.29,0.21,0.15,0.65
OK Stephens County,0.26,0.2,0.14,0.6
OK Texas County,0.26,0.2,0.14,0.6
OK Tillman County,0.26,0.2,0.14,0.6
OK Tulsa County,0.22,0.17,0.11,0.5
OK Wagoner County,0.23,0.18,0.12,0.53
OK Washington County,0.25,0.2,0.14,0.59
OK Washita County,0.24,0.18,0.12,0.54
OK Woods County,0.26,0.2,0.14,0.6
OK Woodward County,0.26,0.2,0.14,0.6
OR Baker County,0.15,0.11,0.09,0.35
OR Benton County,0.13,0.11,0.08,0.32
OR Clackamas County,0.12,0.1,0.07,0.29
OR Clatsop County,0.14,0.11,0.09,0.34
OR Columbia County,0.14,0.11,0.09,0.34
OR Coos County,0.15,0.12,0.09,0.36
OR Crook County,0.14,0.11,0.09,0.34
OR Curry County,0.15,0.12,0.09,0.36
OR Deschutes County,0.12,0.1,0.07,0.29
OR Douglas County,0.15,0.12,0.09,0.36
OR Gilliam County,0.14,0.11,0.09,0.34
OR Grant County,0.14,0.11,0.09,0.34
OR Harney County,0.16,0.12,0.09,0.37
OR Hood River County,0.14,0.11,0.09,0.34
OR Jackson County,0.14,0.11,0.09,0.34
OR Jefferson County,0.14,0.11,0.09,0.34
OR Josephine County,0.15,0.12,0.09,0.36
OR Klamath County,0.16,0.12,0.09,0.37
OR Lake County,0.16,0.12,0.09,0.37
OR Lane County,0.14,0.11,0.08,0.33
OR Lincoln County,0.14,0.11,0.09,0.34
OR Linn County,0.13,0.11,0.08,0.32
OR Malheur County,0.16,0.12,0.09,0.37
OR Marion County,0.14,0.11,0.08,0.33
OR Morrow County,0.14,0.11,0.09,0.34
OR Multnomah County,0.12,0.09,0.07,0.28
OR Polk County,0.13,0.11,0.08,0.32
OR Sherman County,0.14,0.11,0.09,0.34
OR Tillamook County,0.14,0.11,0.09,0.34
OR Umatilla County,0.15,0.11,0.09,0.35
OR Union County,0.15,0.11,0.09,0.35
OR Wallowa County,0.15,0.11,0.09,0.35
OR Wasco County,0.14,0.11,0.09,0.34
OR Washington County,0.11,0.09,0.06,0.26
OR Wheeler County,0.14,0.11,0.09,0.34
OR Yamhill County,0.13,0.11,0.08,0.32
PA Adams County,0.17,0.12,0.08,0.37
PA Allegheny County,0.13,0.09,0.06,0.28
PA Armstrong County,0.18,0.13,0.08,0.39
PA Beaver County,0.15,0.11,0.07,0.33
PA Bedford County,0.18,0.13,0.09,0.4
PA Berks County,0.15,0.11,0.07,0.33
PA Blair County,0.18,0.13,0.08,0.39
PA Bradford County,0.17,0.12,0.08,0.37
PA Bucks County,0.12,0.09,0.06,0.27
PA Butler County,0.14,0.1,0.06,0.3
PA Cambria County,0.17,0.12,0.08,0.37
PA Cameron County,0.18,0.13,0.09,0.4
PA Carbon County,0.15,0.11,0.07,0.33
PA Centre County,0.16,0.11,0.07,0.34
PA Chester County,0.12,0.08,0.06,0.26
PA Clarion County,0.18,0.13,0.09,0.4
PA Clearfield County,0.18,0.13,0.09,0.4
PA Clinton County,0.18,0.13,0.08,0.39
PA Columbia County,0.17,0.12,0.08,0.37
PA Crawford County,0.18,0.12,0.08,0.38
PA Cumberland County,0.15,0.11,0.07,0.33
PA Dauphin County,0.15,0.11,0.07,0.33
PA Delaware County,0.14,0.1,0.07,0.31
PA Elk County,0.18,0.13,0.09,0.4
PA Erie County,0.18,0.12,0.08,0.38
PA Fayette County,0.2,0.14,0.09,0.43
PA Forest County,0.18,0.13,0.09,0.4
PA Franklin County,0.17,0.12,0.08,0.37
PA Fulton County,0.18,0.13,0.09,0.4
PA Greene County,0.17,0.12,0.08,0.37
PA Huntingdon County,0.18,0.13,0.08,0.39
PA Indiana County,0.18,0.13,0.08,0.39
PA Jefferson County,0.18,0.13,0.09,0.4
PA Juniata County,0.19,0.14,0.09,0.42
PA Lackawanna County,0.17,0.12,0.08,0.37
PA Lancaster County,0.16,0.11,0.08,0.35
PA Lawrence County,0.17,0.12,0.08,0.37
PA Lebanon County,0.17,0.12,0.08,0.37
PA Lehigh County,0.16,0.11,0.07,0.34
PA Luzerne County,0.17,0.12,0.08,0.37
PA Lycoming County,0.18,0.13,0.08,0.39
,0.18,0.13,0.09,0.4
PA Mercer County,0.17,0.12,0.08,0.37
PA Mifflin County,0.19,0.14,0.09,0.42
PA Monroe County,0.15,0.11,0.07,0.33
PA Montgomery County,0.12,0.09,0.06,0.27
PA Montour County,0.18,0.12,0.08,0.38
PA Northampton County,0.14,0.1,0.06,0.3
PA Northumberland County,0.18,0.12,0.08,0.38
PA Perry County,0.17,0.12,0.08,0.37
PA Philadelphia County,0.17,0.11,0.07,0.35
PA Pike County,0.17,0.12,0.08,0.37
PA Potter County,0.18,0.13,0.09,0.4
PA Schuylkill County,0.18,0.12,0.08,0.38
PA Snyder County,0.19,0.14,0.09,0.42
PA Somerset County,0.18,0.13,0.09,0.4
PA Sullivan County,0.17,0.12,0.08,0.37
PA Susquehanna County,0.17,0.12,0.08,0.37
PA Tioga County,0.17,0.12,0.08,0.37
PA Union County,0.19,0.14,0.09,0.42
PA Venango County,0.18,0.13,0.09,0.4
PA Warren County,0.18,0.12,0.08,0.38
PA Washington County,0.15,0.11,0.07,0.33
PA Wayne County,0.17,0.12,0.08,0.37
PA Westmoreland County,0.15,0.11,0.07,0.33
PA Wyoming County,0.15,0.1,0.07,0.32
